study,dataset,variable,label,concept,questionnaire,question,item,is_primary_key,basket_key,basket_is_default
soep-is,mc12_is_w4,cver17,,"",,,,,,false
soep-is,mc12_is_w4,cverg01,,"",,,,,,false
soep-is,mc12_is_w4,cverg02,,"",,,,,,false
soep-is,mc12_is_w4,cverg03,,"",,,,,,false
soep-is,mc12_is_w4,cverg04,,"",,,,,,false
soep-is,mc12_is_w4,cverg05,,"",,,,,,false
soep-is,mc12_is_w4,cverg06,,"",,,,,,false
soep-is,mc12_is_w4,cverg07,,"",,,,,,false
soep-is,mc12_is_w4,cverg08,,"",,,,,,false
soep-is,mc12_is_w4,cverg09,,"",,,,,,false
soep-is,mc12_is_w4,cverg10,,"",,,,,,false
soep-is,mc12_is_w4,datj,,"",,,,,,false
soep-is,mc12_is_w4,datm,,"",,,,,,false
soep-is,mc12_is_w4,datt,,"",,,,,,false
soep-is,mc12_is_w4,form,,"",,,,,,false
soep-is,mc12_is_w4,hnr,,"",,,,,,false
soep-is,mc12_is_w4,intnr,,"",,,,,,false
soep-is,mc12_is_w4,jahr,,"",,,,,,false
soep-is,mc12_is_w4,mname,,"",,,,,,false
soep-is,mc12_is_w4,mpnr,,"",,,,,,false
soep-is,mc12_is_w4,pnrfest1,,"",,,,,,false
soep-is,mc12_is_w4,pnrfest2,,"",,,,,,false
soep-is,mc12_is_w4,respid,,"",,,,,,false
soep-is,mc12_is_w4,stichu,,"",,,,,,false
soep-is,mc12_is_w4,urhh,,"",,,,,,false
soep-is,mic_inno2011,gk_id,,"",,,,,,false
soep-is,mic_inno2011,gk_kon_p_evangel,,"",,,,,,false
soep-is,mic_inno2011,gk_kon_p_roemkath,,"",,,,,,false
soep-is,mic_inno2011,gk_kon_p_sonstige,,"",,,,,,false
soep-is,mic_inno2011,gk_reg_k_gtyp,,"",,,,,,false
soep-is,mic_inno2011,gk_reg_k_ogklasse,,"",,,,,,false
soep-is,mic_inno2011,ha_id,,"",,,,,,false
soep-is,mic_inno2011,ha_mba_a_gewerbe,,"",,,,,,false
soep-is,mic_inno2011,ha_mba_a_haushalt,,"",,,,,,false
soep-is,mic_inno2011,ha_mbe_k_haustyp,,"",,,,,,false
soep-is,mic_inno2011,ha_mbe_k_strtyp,,"",,,,,,false
soep-is,mic_inno2011,ha_mfi_k_akunden,,"",,,,,,false
soep-is,mic_inno2011,ha_mfi_k_baufi,,"",,,,,,false
soep-is,mic_inno2011,ha_mfi_k_direkt,,"",,,,,,false
soep-is,mic_inno2011,ha_mfi_k_filial,,"",,,,,,false
soep-is,mic_inno2011,ha_mfi_k_kkarte,,"",,,,,,false
soep-is,mic_inno2011,ha_mfi_k_kokredit,,"",,,,,,false
soep-is,mic_inno2011,ha_mfi_k_konsanla,,"",,,,,,false
soep-is,mic_inno2011,ha_mfi_k_loyal,,"",,,,,,false
soep-is,mic_inno2011,ha_mfi_k_spekanla,,"",,,,,,false
soep-is,mic_inno2011,ha_mfi_k_wechsel,,"",,,,,,false
soep-is,mic_inno2011,ha_mgm_k_dom,,"",,,,,,false
soep-is,mic_inno2011,ha_mgm_p_bum,,"",,,,,,false
soep-is,mic_inno2011,ha_mgm_p_epe,,"",,,,,,false
soep-is,mic_inno2011,ha_mgm_p_hed,,"",,,,,,false
soep-is,mic_inno2011,ha_mgm_p_ket,,"",,,,,,false
soep-is,mic_inno2011,ha_mgm_p_lib,,"",,,,,,false
soep-is,mic_inno2011,ha_mgm_p_per,,"",,,,,,false
soep-is,mic_inno2011,ha_mgm_p_pra,,"",,,,,,false
soep-is,mic_inno2011,ha_mgm_p_pre,,"",,,,,,false
soep-is,mic_inno2011,ha_mgm_p_sok,,"",,,,,,false
soep-is,mic_inno2011,ha_mgm_p_tra,,"",,,,,,false
soep-is,mic_inno2011,ha_mgs_k_dom,,"",,,,,,false
soep-is,mic_inno2011,ha_mgs_p_bhar,,"",,,,,,false
soep-is,mic_inno2011,ha_mgs_p_bsta,,"",,,,,,false
soep-is,mic_inno2011,ha_mgs_p_hexp,,"",,,,,,false
soep-is,mic_inno2011,ha_mgs_p_hkon,,"",,,,,,false
soep-is,mic_inno2011,ha_mgs_p_tbew,,"",,,,,,false
soep-is,mic_inno2011,ha_mgs_p_tver,,"",,,,,,false
soep-is,mic_inno2011,ha_mlo_k_lohas,,"",,,,,,false
soep-is,mic_inno2011,ha_mlo_p_lohas,,"",,,,,,false
soep-is,mic_inno2011,ha_mlp_p_aelpaare,,"",,,,,,false
soep-is,mic_inno2011,ha_mlp_p_alleinse,,"",,,,,,false
soep-is,mic_inno2011,ha_mlp_p_famki,,"",,,,,,false
soep-is,mic_inno2011,ha_mlp_p_jufamki,,"",,,,,,false
soep-is,mic_inno2011,ha_mlp_p_jupaare,,"",,,,,,false
soep-is,mic_inno2011,ha_mlp_p_jusingle,,"",,,,,,false
soep-is,mic_inno2011,ha_mlp_p_mehrpers,,"",,,,,,false
soep-is,mic_inno2011,ha_mlp_p_paare,,"",,,,,,false
soep-is,mic_inno2011,ha_mlp_p_singles,,"",,,,,,false
soep-is,mic_inno2011,ha_mlt_k_primlt,,"",,,,,,false
soep-is,mic_inno2011,ha_mlt_p_abenteur,,"",,,,,,false
soep-is,mic_inno2011,ha_mlt_p_diszipli,,"",,,,,,false
soep-is,mic_inno2011,ha_mlt_p_harmonis,,"",,,,,,false
soep-is,mic_inno2011,ha_mlt_p_hedonist,,"",,,,,,false
soep-is,mic_inno2011,ha_mlt_p_offene,,"",,,,,,false
soep-is,mic_inno2011,ha_mlt_p_performe,,"",,,,,,false
soep-is,mic_inno2011,ha_mlt_p_traditio,,"",,,,,,false
soep-is,mic_inno2011,ha_mmm_k_dommig,,"",,,,,,false
soep-is,mic_inno2011,ha_mmm_p_adi,,"",,,,,,false
soep-is,mic_inno2011,ha_mmm_p_arb,,"",,,,,,false
soep-is,mic_inno2011,ha_mmm_p_ent,,"",,,,,,false
soep-is,mic_inno2011,ha_mmm_p_hed,,"",,,,,,false
soep-is,mic_inno2011,ha_mmm_p_kos,,"",,,,,,false
soep-is,mic_inno2011,ha_mmm_p_per,,"",,,,,,false
soep-is,mic_inno2011,ha_mmm_p_rel,,"",,,,,,false
soep-is,mic_inno2011,ha_mmm_p_sta,,"",,,,,,false
soep-is,mic_inno2011,ha_mmm_w_mighaush,,"",,,,,,false
soep-is,mic_inno2011,ha_mmo_k_fluktu,,"",,,,,,false
soep-is,mic_inno2011,ha_mmo_k_saldo,,"",,,,,,false
soep-is,mic_inno2011,ha_mmo_k_volumen,,"",,,,,,false
soep-is,mic_inno2011,ha_mow_k_ostwest,,"",,,,,,false
soep-is,mic_inno2011,ha_mph_k_halter,,"",,,,,,false
soep-is,mic_inno2011,ha_mpi_k_dichte,,"",,,,,,false
soep-is,mic_inno2011,ha_mpi_k_gebwag,,"",,,,,,false
soep-is,mic_inno2011,ha_mpi_k_groesse,,"",,,,,,false
soep-is,mic_inno2011,ha_mpi_k_leistung,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_audi,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_bmw,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_dommarke,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_fiat,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_ford,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_mazda,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_mercedes,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_nissan,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_opel,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_peugeot,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_renault,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_sonasien,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_sonmarke,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_toyota,,"",,,,,,false
soep-is,mic_inno2011,ha_mpm_k_vw,,"",,,,,,false
soep-is,mic_inno2011,ha_mri_k_risiko,,"",,,,,,false
soep-is,mic_inno2011,ha_mso_k_alter,,"",,,,,,false
soep-is,mic_inno2011,ha_mso_k_alter30,,"",,,,,,false
soep-is,mic_inno2011,ha_mso_k_alter60,,"",,,,,,false
soep-is,mic_inno2011,ha_mso_k_ausland,,"",,,,,,false
soep-is,mic_inno2011,ha_mso_k_familie,,"",,,,,,false
soep-is,mic_inno2011,ha_mso_k_kinder,,"",,,,,,false
soep-is,mic_inno2011,ha_mso_k_status,,"",,,,,,false
soep-is,mic_inno2011,ha_mty_k_mgruppe,,"",,,,,,false
soep-is,mic_inno2011,ha_mty_k_mtyp,,"",,,,,,false
soep-is,mic_inno2011,ha_muc_k_akademik,,"",,,,,,false
soep-is,mic_inno2011,ha_muc_k_exkwohn,,"",,,,,,false
soep-is,mic_inno2011,ha_tfr_k_spenden,,"",,,,,,false
soep-is,mic_inno2011,ha_tgw_k_apotheke,,"",,,,,,false
soep-is,mic_inno2011,ha_thf_k_garten,,"",,,,,,false
soep-is,mic_inno2011,ha_thf_k_sammeln,,"",,,,,,false
soep-is,mic_inno2011,ha_tko_k_anrufbea,,"",,,,,,false
soep-is,mic_inno2011,ha_tko_k_fax,,"",,,,,,false
soep-is,mic_inno2011,ha_tko_k_handy,,"",,,,,,false
soep-is,mic_inno2011,ha_tko_k_internet,,"",,,,,,false
soep-is,mic_inno2011,ha_tko_k_pcnutzer,,"",,,,,,false
soep-is,mic_inno2011,ha_tme_k_fraumag,,"",,,,,,false
soep-is,mic_inno2011,ha_tme_k_nachmag,,"",,,,,,false
soep-is,mic_inno2011,ha_tme_k_uebertag,,"",,,,,,false
soep-is,mic_inno2011,ha_tmo_k_interapo,,"",,,,,,false
soep-is,mic_inno2011,ha_tmo_k_klassvh,,"",,,,,,false
soep-is,mic_inno2011,ha_tmo_k_mailord,,"",,,,,,false
soep-is,mic_inno2011,ha_tmo_k_onlinevh,,"",,,,,,false
soep-is,mic_inno2011,ha_wev_k_quote,,"",,,,,,false
soep-is,mic_inno2011,hnr,,"",,,,,,false
soep-is,mic_inno2011,mv,,"",,,,,,false
soep-is,mic_inno2011,mz_alq_i_quotebrd,,"",,,,,,false
soep-is,mic_inno2011,mz_alq_i_quotewo,,"",,,,,,false
soep-is,mic_inno2011,mz_alq_k_quote,,"",,,,,,false
soep-is,mic_inno2011,mz_alq_p_quote,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_00bis03,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_03bis06,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_06bis10,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_10bis15,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_15bis18,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_18bis20,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_20bis25,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_25bis30,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_30bis35,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_35bis40,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_40bis45,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_45bis50,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_50bis55,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_55bis60,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_60bis65,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_65bis75,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_75undgr,,"",,,,,,false
soep-is,mic_inno2011,mz_ewa_a_gesamt,,"",,,,,,false
soep-is,mic_inno2011,mz_ewg_a_maennl,,"",,,,,,false
soep-is,mic_inno2011,mz_ewg_a_weiblich,,"",,,,,,false
soep-is,mic_inno2011,mz_id,,"",,,,,,false
soep-is,mic_inno2011,mz_kkr_i_proeinwbrd,,"",,,,,,false
soep-is,mic_inno2011,mz_kkr_i_proeinwwo,,"",,,,,,false
soep-is,mic_inno2011,mz_kkr_i_prohhbrd,,"",,,,,,false
soep-is,mic_inno2011,mz_kkr_i_prohhwo,,"",,,,,,false
soep-is,mic_inno2011,mz_kkr_k_klassebrd,,"",,,,,,false
soep-is,mic_inno2011,mz_kkr_k_klassewo,,"",,,,,,false
soep-is,mic_inno2011,mz_kkr_w_proeinw,,"",,,,,,false
soep-is,mic_inno2011,mz_kkr_w_prohh,,"",,,,,,false
soep-is,mic_inno2011,mz_kkr_w_promille,,"",,,,,,false
soep-is,mic_inno2011,mz_kkr_w_summe,,"",,,,,,false
soep-is,mic_inno2011,mz_mba_a_gewerbe,,"",,,,,,false
soep-is,mic_inno2011,mz_mba_a_haeuser,,"",,,,,,false
soep-is,mic_inno2011,mz_mba_a_haushalt,,"",,,,,,false
soep-is,mic_inno2011,mz_met_p_afrika,,"",,,,,,false
soep-is,mic_inno2011,mz_met_p_asien,,"",,,,,,false
soep-is,mic_inno2011,mz_met_p_balkan,,"",,,,,,false
soep-is,mic_inno2011,mz_met_p_deutschl,,"",,,,,,false
soep-is,mic_inno2011,mz_met_p_griechen,,"",,,,,,false
soep-is,mic_inno2011,mz_met_p_islam,,"",,,,,,false
soep-is,mic_inno2011,mz_met_p_italien,,"",,,,,,false
soep-is,mic_inno2011,mz_met_p_osteurop,,"",,,,,,false
soep-is,mic_inno2011,mz_met_p_spaetaus,,"",,,,,,false
soep-is,mic_inno2011,mz_met_p_spanport,,"",,,,,,false
soep-is,mic_inno2011,mz_met_p_tuerkei,,"",,,,,,false
soep-is,mic_inno2011,mz_met_p_uebrige,,"",,,,,,false
soep-is,mic_inno2011,mz_mgm_k_dom,,"",,,,,,false
soep-is,mic_inno2011,mz_mgm_p_bum,,"",,,,,,false
soep-is,mic_inno2011,mz_mgm_p_epe,,"",,,,,,false
soep-is,mic_inno2011,mz_mgm_p_hed,,"",,,,,,false
soep-is,mic_inno2011,mz_mgm_p_ket,,"",,,,,,false
soep-is,mic_inno2011,mz_mgm_p_lib,,"",,,,,,false
soep-is,mic_inno2011,mz_mgm_p_per,,"",,,,,,false
soep-is,mic_inno2011,mz_mgm_p_pra,,"",,,,,,false
soep-is,mic_inno2011,mz_mgm_p_pre,,"",,,,,,false
soep-is,mic_inno2011,mz_mgm_p_sok,,"",,,,,,false
soep-is,mic_inno2011,mz_mgm_p_tra,,"",,,,,,false
soep-is,mic_inno2011,mz_mgs_k_dom,,"",,,,,,false
soep-is,mic_inno2011,mz_mgs_p_bhar,,"",,,,,,false
soep-is,mic_inno2011,mz_mgs_p_bsta,,"",,,,,,false
soep-is,mic_inno2011,mz_mgs_p_hexp,,"",,,,,,false
soep-is,mic_inno2011,mz_mgs_p_hkon,,"",,,,,,false
soep-is,mic_inno2011,mz_mgs_p_tbew,,"",,,,,,false
soep-is,mic_inno2011,mz_mgs_p_tver,,"",,,,,,false
soep-is,mic_inno2011,mz_mlp_p_aelpaare,,"",,,,,,false
soep-is,mic_inno2011,mz_mlp_p_alleinse,,"",,,,,,false
soep-is,mic_inno2011,mz_mlp_p_famki,,"",,,,,,false
soep-is,mic_inno2011,mz_mlp_p_jufamki,,"",,,,,,false
soep-is,mic_inno2011,mz_mlp_p_jupaare,,"",,,,,,false
soep-is,mic_inno2011,mz_mlp_p_jusingle,,"",,,,,,false
soep-is,mic_inno2011,mz_mlp_p_mehrpers,,"",,,,,,false
soep-is,mic_inno2011,mz_mlp_p_paare,,"",,,,,,false
soep-is,mic_inno2011,mz_mlp_p_singles,,"",,,,,,false
soep-is,mic_inno2011,mz_mlt_k_primlt,,"",,,,,,false
soep-is,mic_inno2011,mz_mlt_p_abenteur,,"",,,,,,false
soep-is,mic_inno2011,mz_mlt_p_diszipli,,"",,,,,,false
soep-is,mic_inno2011,mz_mlt_p_harmonis,,"",,,,,,false
soep-is,mic_inno2011,mz_mlt_p_hedonist,,"",,,,,,false
soep-is,mic_inno2011,mz_mlt_p_offene,,"",,,,,,false
soep-is,mic_inno2011,mz_mlt_p_performe,,"",,,,,,false
soep-is,mic_inno2011,mz_mlt_p_traditio,,"",,,,,,false
soep-is,mic_inno2011,mz_mmm_k_dommig,,"",,,,,,false
soep-is,mic_inno2011,mz_mmm_p_adi,,"",,,,,,false
soep-is,mic_inno2011,mz_mmm_p_arb,,"",,,,,,false
soep-is,mic_inno2011,mz_mmm_p_ent,,"",,,,,,false
soep-is,mic_inno2011,mz_mmm_p_hed,,"",,,,,,false
soep-is,mic_inno2011,mz_mmm_p_kos,,"",,,,,,false
soep-is,mic_inno2011,mz_mmm_p_per,,"",,,,,,false
soep-is,mic_inno2011,mz_mmm_p_rel,,"",,,,,,false
soep-is,mic_inno2011,mz_mmm_p_sta,,"",,,,,,false
soep-is,mic_inno2011,mz_mmm_w_mighaush,,"",,,,,,false
soep-is,mic_inno2011,mz_mmo_k_fernvol,,"",,,,,,false
soep-is,mic_inno2011,mz_mmo_k_fluktu,,"",,,,,,false
soep-is,mic_inno2011,mz_mmo_k_nahquote,,"",,,,,,false
soep-is,mic_inno2011,mz_mmo_k_saldo,,"",,,,,,false
soep-is,mic_inno2011,mz_mmo_k_volumen,,"",,,,,,false
soep-is,mic_inno2011,mz_mpm_k_dommarke,,"",,,,,,false
soep-is,mic_inno2011,mz_mty_k_dommg,,"",,,,,,false
soep-is,mic_inno2011,mz_mty_k_dommt,,"",,,,,,false
soep-is,mic_inno2011,mz_muc_p_akademik,,"",,,,,,false
soep-is,mic_inno2011,mz_mzt_k_mzgruppe,,"",,,,,,false
soep-is,mic_inno2011,mz_mzt_k_mztyp,,"",,,,,,false
soep-is,mic_inno2011,mz_wev_p_quote,,"",,,,,,false
soep-is,mic_inno2011,p8_alq_i_quotebrd,,"",,,,,,false
soep-is,mic_inno2011,p8_alq_i_quotewo,,"",,,,,,false
soep-is,mic_inno2011,p8_alq_k_quote,,"",,,,,,false
soep-is,mic_inno2011,p8_alq_p_quote,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_00bis03,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_03bis06,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_06bis10,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_10bis15,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_15bis18,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_18bis20,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_20bis25,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_25bis30,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_30bis35,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_35bis40,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_40bis45,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_45bis50,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_50bis55,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_55bis60,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_60bis65,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_65bis75,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_75undgr,,"",,,,,,false
soep-is,mic_inno2011,p8_ewa_a_gesamt,,"",,,,,,false
soep-is,mic_inno2011,p8_ewg_a_maennl,,"",,,,,,false
soep-is,mic_inno2011,p8_ewg_a_weiblich,,"",,,,,,false
soep-is,mic_inno2011,p8_id,,"",,,,,,false
soep-is,mic_inno2011,p8_kkr_i_proeinwbrd,,"",,,,,,false
soep-is,mic_inno2011,p8_kkr_i_proeinwwo,,"",,,,,,false
soep-is,mic_inno2011,p8_kkr_i_prohhbrd,,"",,,,,,false
soep-is,mic_inno2011,p8_kkr_i_prohhwo,,"",,,,,,false
soep-is,mic_inno2011,p8_kkr_k_klassebrd,,"",,,,,,false
soep-is,mic_inno2011,p8_kkr_k_klassewo,,"",,,,,,false
soep-is,mic_inno2011,p8_kkr_w_proeinw,,"",,,,,,false
soep-is,mic_inno2011,p8_kkr_w_prohh,,"",,,,,,false
soep-is,mic_inno2011,p8_kkr_w_promille,,"",,,,,,false
soep-is,mic_inno2011,p8_kkr_w_summe,,"",,,,,,false
soep-is,mic_inno2011,p8_mba_a_gewerbe,,"",,,,,,false
soep-is,mic_inno2011,p8_mba_a_haeuser,,"",,,,,,false
soep-is,mic_inno2011,p8_mba_a_haushalt,,"",,,,,,false
soep-is,mic_inno2011,p8_met_p_afrika,,"",,,,,,false
soep-is,mic_inno2011,p8_met_p_asien,,"",,,,,,false
soep-is,mic_inno2011,p8_met_p_balkan,,"",,,,,,false
soep-is,mic_inno2011,p8_met_p_deutschl,,"",,,,,,false
soep-is,mic_inno2011,p8_met_p_griechen,,"",,,,,,false
soep-is,mic_inno2011,p8_met_p_islam,,"",,,,,,false
soep-is,mic_inno2011,p8_met_p_italien,,"",,,,,,false
soep-is,mic_inno2011,p8_met_p_osteurop,,"",,,,,,false
soep-is,mic_inno2011,p8_met_p_spaetaus,,"",,,,,,false
soep-is,mic_inno2011,p8_met_p_spanport,,"",,,,,,false
soep-is,mic_inno2011,p8_met_p_tuerkei,,"",,,,,,false
soep-is,mic_inno2011,p8_met_p_uebrige,,"",,,,,,false
soep-is,mic_inno2011,p8_mgm_k_dom,,"",,,,,,false
soep-is,mic_inno2011,p8_mgm_p_bum,,"",,,,,,false
soep-is,mic_inno2011,p8_mgm_p_epe,,"",,,,,,false
soep-is,mic_inno2011,p8_mgm_p_hed,,"",,,,,,false
soep-is,mic_inno2011,p8_mgm_p_ket,,"",,,,,,false
soep-is,mic_inno2011,p8_mgm_p_lib,,"",,,,,,false
soep-is,mic_inno2011,p8_mgm_p_per,,"",,,,,,false
soep-is,mic_inno2011,p8_mgm_p_pra,,"",,,,,,false
soep-is,mic_inno2011,p8_mgm_p_pre,,"",,,,,,false
soep-is,mic_inno2011,p8_mgm_p_sok,,"",,,,,,false
soep-is,mic_inno2011,p8_mgm_p_tra,,"",,,,,,false
soep-is,mic_inno2011,p8_mgs_k_dom,,"",,,,,,false
soep-is,mic_inno2011,p8_mgs_p_bhar,,"",,,,,,false
soep-is,mic_inno2011,p8_mgs_p_bsta,,"",,,,,,false
soep-is,mic_inno2011,p8_mgs_p_hexp,,"",,,,,,false
soep-is,mic_inno2011,p8_mgs_p_hkon,,"",,,,,,false
soep-is,mic_inno2011,p8_mgs_p_tbew,,"",,,,,,false
soep-is,mic_inno2011,p8_mgs_p_tver,,"",,,,,,false
soep-is,mic_inno2011,p8_mlp_p_aelpaare,,"",,,,,,false
soep-is,mic_inno2011,p8_mlp_p_alleinse,,"",,,,,,false
soep-is,mic_inno2011,p8_mlp_p_famki,,"",,,,,,false
soep-is,mic_inno2011,p8_mlp_p_jufamki,,"",,,,,,false
soep-is,mic_inno2011,p8_mlp_p_jupaare,,"",,,,,,false
soep-is,mic_inno2011,p8_mlp_p_jusingle,,"",,,,,,false
soep-is,mic_inno2011,p8_mlp_p_mehrpers,,"",,,,,,false
soep-is,mic_inno2011,p8_mlp_p_paare,,"",,,,,,false
soep-is,mic_inno2011,p8_mlp_p_singles,,"",,,,,,false
soep-is,mic_inno2011,p8_mlt_k_primlt,,"",,,,,,false
soep-is,mic_inno2011,p8_mlt_p_abenteur,,"",,,,,,false
soep-is,mic_inno2011,p8_mlt_p_diszipli,,"",,,,,,false
soep-is,mic_inno2011,p8_mlt_p_harmonis,,"",,,,,,false
soep-is,mic_inno2011,p8_mlt_p_hedonist,,"",,,,,,false
soep-is,mic_inno2011,p8_mlt_p_offene,,"",,,,,,false
soep-is,mic_inno2011,p8_mlt_p_performe,,"",,,,,,false
soep-is,mic_inno2011,p8_mlt_p_traditio,,"",,,,,,false
soep-is,mic_inno2011,p8_mmm_k_dommig,,"",,,,,,false
soep-is,mic_inno2011,p8_mmm_p_adi,,"",,,,,,false
soep-is,mic_inno2011,p8_mmm_p_arb,,"",,,,,,false
soep-is,mic_inno2011,p8_mmm_p_ent,,"",,,,,,false
soep-is,mic_inno2011,p8_mmm_p_hed,,"",,,,,,false
soep-is,mic_inno2011,p8_mmm_p_kos,,"",,,,,,false
soep-is,mic_inno2011,p8_mmm_p_per,,"",,,,,,false
soep-is,mic_inno2011,p8_mmm_p_rel,,"",,,,,,false
soep-is,mic_inno2011,p8_mmm_p_sta,,"",,,,,,false
soep-is,mic_inno2011,p8_mmm_w_mighaush,,"",,,,,,false
soep-is,mic_inno2011,p8_mmo_k_fernvol,,"",,,,,,false
soep-is,mic_inno2011,p8_mmo_k_fluktu,,"",,,,,,false
soep-is,mic_inno2011,p8_mmo_k_nahquote,,"",,,,,,false
soep-is,mic_inno2011,p8_mmo_k_saldo,,"",,,,,,false
soep-is,mic_inno2011,p8_mmo_k_volumen,,"",,,,,,false
soep-is,mic_inno2011,p8_mpm_k_dommarke,,"",,,,,,false
soep-is,mic_inno2011,p8_mty_k_dommg,,"",,,,,,false
soep-is,mic_inno2011,p8_mty_k_dommt,,"",,,,,,false
soep-is,mic_inno2011,p8_wev_p_quote,,"",,,,,,false
soep-is,mic_inno2011,pl_id,,"",,,,,,false
soep-is,mic_inno2011,plz,,"",,,,,,false
soep-is,mic_inno2011,returncode,,"",,,,,,false
soep-is,mic_inno2011,st_id,,"",,,,,,false
soep-is,mic_inno2011,st_kkr_i_proeinwbrd,,"",,,,,,false
soep-is,mic_inno2011,st_kkr_i_proeinwwo,,"",,,,,,false
soep-is,mic_inno2011,st_kkr_i_prohhbrd,,"",,,,,,false
soep-is,mic_inno2011,st_kkr_i_prohhwo,,"",,,,,,false
soep-is,mic_inno2011,st_kkr_k_klassebrd,,"",,,,,,false
soep-is,mic_inno2011,st_kkr_k_klassewo,,"",,,,,,false
soep-is,mic_inno2011,st_kkr_w_proeinw,,"",,,,,,false
soep-is,mic_inno2011,st_kkr_w_prohh,,"",,,,,,false
soep-is,mic_inno2011,st_kkr_w_promille,,"",,,,,,false
soep-is,mic_inno2011,st_kkr_w_summe,,"",,,,,,false
soep-is,mic_inno2011,st_mba_a_gewerbe,,"",,,,,,false
soep-is,mic_inno2011,st_mba_a_haeuser,,"",,,,,,false
soep-is,mic_inno2011,st_mba_a_haushalt,,"",,,,,,false
soep-is,mic_inno2011,st_mgm_k_dom,,"",,,,,,false
soep-is,mic_inno2011,st_mgm_p_bum,,"",,,,,,false
soep-is,mic_inno2011,st_mgm_p_epe,,"",,,,,,false
soep-is,mic_inno2011,st_mgm_p_hed,,"",,,,,,false
soep-is,mic_inno2011,st_mgm_p_ket,,"",,,,,,false
soep-is,mic_inno2011,st_mgm_p_lib,,"",,,,,,false
soep-is,mic_inno2011,st_mgm_p_per,,"",,,,,,false
soep-is,mic_inno2011,st_mgm_p_pra,,"",,,,,,false
soep-is,mic_inno2011,st_mgm_p_pre,,"",,,,,,false
soep-is,mic_inno2011,st_mgm_p_sok,,"",,,,,,false
soep-is,mic_inno2011,st_mgm_p_tra,,"",,,,,,false
soep-is,mic_inno2011,st_mgs_k_dom,,"",,,,,,false
soep-is,mic_inno2011,st_mgs_p_bhar,,"",,,,,,false
soep-is,mic_inno2011,st_mgs_p_bsta,,"",,,,,,false
soep-is,mic_inno2011,st_mgs_p_hexp,,"",,,,,,false
soep-is,mic_inno2011,st_mgs_p_hkon,,"",,,,,,false
soep-is,mic_inno2011,st_mgs_p_tbew,,"",,,,,,false
soep-is,mic_inno2011,st_mgs_p_tver,,"",,,,,,false
soep-is,mic_inno2011,st_mlp_p_aelpaare,,"",,,,,,false
soep-is,mic_inno2011,st_mlp_p_alleinse,,"",,,,,,false
