study,dataset,variable,label,concept,questionnaire,search,question,item,is_primary_key,basket_key,basket_is_default,,conceptual_dataset,period
soep-is,h,hlf0195,,,,hlf0195,,,,,,,org/net ,long
soep-is,h,hlf0196,,,,hlf0196,,,,,,,org/net ,long
soep-is,h,hlf0197,,,,hlf0197,,,,,,,org/net ,long
soep-is,h,hlf0207,,,,hlf0207,,,,,,,org/net ,long
soep-is,h,hlf0208,,,,hlf0208,,,,,,,org/net ,long
soep-is,h,hlf0209,,,,hlf0209,,,,,,,org/net ,long
soep-is,h,hlf0210,,,,hlf0210,,,,,,,org/net ,long
soep-is,h,hlf0211,,,,hlf0211,,,,,,,org/net ,long
soep-is,h,hlf0212,,,,hlf0212,,,,,,,org/net ,long
soep-is,h,hlf0213,,,,hlf0213,,,,,,,org/net ,long
soep-is,h,hlf0214,,,,hlf0214,,,,,,,org/net ,long
soep-is,h,hlf0215,,,,hlf0215,,,,,,,org/net ,long
soep-is,h,hlf0216,,,,hlf0216,,,,,,,org/net ,long
soep-is,h,hlf0217,,,,hlf0217,,,,,,,org/net ,long
soep-is,h,hlf0218,,,,hlf0218,,,,,,,org/net ,long
soep-is,h,hlf0219,,,,hlf0219,,,,,,,org/net ,long
soep-is,h,hlf0220,,,,hlf0220,,,,,,,org/net ,long
soep-is,h,hlf0221,,,,hlf0221,,,,,,,org/net ,long
soep-is,h,hlf0222,,,,hlf0222,,,,,,,org/net ,long
soep-is,h,hlf0223,,,,hlf0223,,,,,,,org/net ,long
soep-is,h,hlf0224,,,,hlf0224,,,,,,,org/net ,long
soep-is,h,hlf0225,,,,hlf0225,,,,,,,org/net ,long
soep-is,h,hlf0226,,,,hlf0226,,,,,,,org/net ,long
soep-is,h,hlf0227,,,,hlf0227,,,,,,,org/net ,long
soep-is,h,hlf0228,,,,hlf0228,,,,,,,org/net ,long
soep-is,h,hlf0229,,,,hlf0229,,,,,,,org/net ,long
soep-is,h,hlf0230,,,,hlf0230,,,,,,,org/net ,long
soep-is,h,hlf0231,,,,hlf0231,,,,,,,org/net ,long
soep-is,h,hlf0232,,,,hlf0232,,,,,,,org/net ,long
soep-is,h,hlf0233,,,,hlf0233,,,,,,,org/net ,long
soep-is,h,hlf0234,,,,hlf0234,,,,,,,org/net ,long
soep-is,h,hlf0235,,,,hlf0235,,,,,,,org/net ,long
soep-is,h,hlf0236,,,,hlf0236,,,,,,,org/net ,long
soep-is,h,hlf0237,,,,hlf0237,,,,,,,org/net ,long
soep-is,h,hlf0238,,,,hlf0238,,,,,,,org/net ,long
soep-is,h,hlf0239,,,,hlf0239,,,,,,,org/net ,long
soep-is,h,hlf0240,,,,hlf0240,,,,,,,org/net ,long
soep-is,h,hlf0241,,,,hlf0241,,,,,,,org/net ,long
soep-is,h,hlf0242,,,,hlf0242,,,,,,,org/net ,long
soep-is,h,hlf0243,,,,hlf0243,,,,,,,org/net ,long
soep-is,h,hlf0244,,,,hlf0244,,,,,,,org/net ,long
soep-is,h,hlf0245,,,,hlf0245,,,,,,,org/net ,long
soep-is,h,hlf0246,,,,hlf0246,,,,,,,org/net ,long
soep-is,h,hlf0247,,,,hlf0247,,,,,,,org/net ,long
soep-is,h,hlf0248,,,,hlf0248,,,,,,,org/net ,long
soep-is,h,hlf0249,,,,hlf0249,,,,,,,org/net ,long
soep-is,h,hlf0250,,,,hlf0250,,,,,,,org/net ,long
soep-is,h,hlf0251,,,,hlf0251,,,,,,,org/net ,long
soep-is,h,hlf0252,,,,hlf0252,,,,,,,org/net ,long
soep-is,h,hlf0254,,,,hlf0254,,,,,,,org/net ,long
soep-is,h,hlf0255,,,,hlf0255,,,,,,,org/net ,long
soep-is,h,hlf0256,,,,hlf0256,,,,,,,org/net ,long
soep-is,h,hlf0257,,,,hlf0257,,,,,,,org/net ,long
soep-is,h,hlf0258,,,,hlf0258,,,,,,,org/net ,long
soep-is,h,hlf0259,,,,hlf0259,,,,,,,org/net ,long
soep-is,h,hlf0261,,,,hlf0261,,,,,,,org/net ,long
soep-is,h,hlf0262,,,,hlf0262,,,,,,,org/net ,long
soep-is,h,hlf0291,,,,hlf0291,,,,,,,org/net ,long
soep-is,h,hlf0292,,,,hlf0292,,,,,,,org/net ,long
soep-is,h,hlf0300,,,,hlf0300,,,,,,,org/net ,long
soep-is,h,hlf0301,,,,hlf0301,,,,,,,org/net ,long
soep-is,h,hlf0302,,,,hlf0302,,,,,,,org/net ,long
soep-is,h,hlf0303,,,,hlf0303,,,,,,,org/net ,long
soep-is,h,hlf0304,,,,hlf0304,,,,,,,org/net ,long
soep-is,h,hlf0308,,,,hlf0308,,,,,,,org/net ,long
soep-is,h,hlf0310,,,,hlf0310,,,,,,,org/net ,long
soep-is,h,hlf0312,,,,hlf0312,,,,,,,org/net ,long
soep-is,h,hlf0314,,,,hlf0314,,,,,,,org/net ,long
soep-is,h,hlf0316,,,,hlf0316,,,,,,,org/net ,long
soep-is,h,hlf0318,,,,hlf0318,,,,,,,org/net ,long
soep-is,h,hlf0319,,,,hlf0319,,,,,,,org/net ,long
soep-is,h,hlf0320,,,,hlf0320,,,,,,,org/net ,long
soep-is,h,hlf0321,,,,hlf0321,,,,,,,org/net ,long
soep-is,h,hlf0322,,,,hlf0322,,,,,,,org/net ,long
soep-is,h,hlf0323,,,,hlf0323,,,,,,,org/net ,long
soep-is,h,hlf0324,,,,hlf0324,,,,,,,org/net ,long
soep-is,h,hlf0331,,,,hlf0331,,,,,,,org/net ,long
soep-is,h,hlf0332,,,,hlf0332,,,,,,,org/net ,long
soep-is,h,hlf0369,,,,hlf0369,,,,,,,org/net ,long
soep-is,h,hlf0370,,,,hlf0370,,,,,,,org/net ,long
soep-is,h,hlf0371,,,,hlf0371,,,,,,,org/net ,long
soep-is,h,hlf0372,,,,hlf0372,,,,,,,org/net ,long
soep-is,h,hlf0373,,,,hlf0373,,,,,,,org/net ,long
soep-is,h,hlf0374,,,,hlf0374,,,,,,,org/net ,long
soep-is,h,hlf0375,,,,hlf0375,,,,,,,org/net ,long
soep-is,h,hlf0376,,,,hlf0376,,,,,,,org/net ,long
soep-is,h,hlf0377,,,,hlf0377,,,,,,,org/net ,long
soep-is,h,hlf0378,,,,hlf0378,,,,,,,org/net ,long
soep-is,h,hlf0379,,,,hlf0379,,,,,,,org/net ,long
soep-is,h,hlf0380,,,,hlf0380,,,,,,,org/net ,long
soep-is,h,hlf0381,,,,hlf0381,,,,,,,org/net ,long
soep-is,h,hlf0382,,,,hlf0382,,,,,,,org/net ,long
soep-is,h,hlf0383,,,,hlf0383,,,,,,,org/net ,long
soep-is,h,hlf0384,,,,hlf0384,,,,,,,org/net ,long
soep-is,h,hlf0385,,,,hlf0385,,,,,,,org/net ,long
soep-is,h,hlf0386,,,,hlf0386,,,,,,,org/net ,long
soep-is,h,hlf0387,,,,hlf0387,,,,,,,org/net ,long
soep-is,h,hlf0388,,,,hlf0388,,,,,,,org/net ,long
soep-is,h,hlf0389,,,,hlf0389,,,,,,,org/net ,long
soep-is,h,hlf0390,,,,hlf0390,,,,,,,org/net ,long
soep-is,h,hlf0391,,,,hlf0391,,,,,,,org/net ,long
soep-is,h,hlf0392,,,,hlf0392,,,,,,,org/net ,long
soep-is,h,hlf0393,,,,hlf0393,,,,,,,org/net ,long
soep-is,h,hlf0394,,,,hlf0394,,,,,,,org/net ,long
soep-is,h,hlf0395,,,,hlf0395,,,,,,,org/net ,long
soep-is,h,hlf0396,,,,hlf0396,,,,,,,org/net ,long
soep-is,h,hlf0397,,,,hlf0397,,,,,,,org/net ,long
soep-is,h,hlf0398,,,,hlf0398,,,,,,,org/net ,long
soep-is,h,hlf0399,,,,hlf0399,,,,,,,org/net ,long
soep-is,h,hlf0400,,,,hlf0400,,,,,,,org/net ,long
soep-is,h,hlf0401,,,,hlf0401,,,,,,,org/net ,long
soep-is,h,hlf0402,,,,hlf0402,,,,,,,org/net ,long
soep-is,h,hlf0403,,,,hlf0403,,,,,,,org/net ,long
soep-is,h,hlf0404,,,,hlf0404,,,,,,,org/net ,long
soep-is,h,hlf0405,,,,hlf0405,,,,,,,org/net ,long
soep-is,h,hlf0406,,,,hlf0406,,,,,,,org/net ,long
soep-is,h,hlf0407,,,,hlf0407,,,,,,,org/net ,long
soep-is,h,hlf0408,,,,hlf0408,,,,,,,org/net ,long
soep-is,h,hlf0409,,,,hlf0409,,,,,,,org/net ,long
soep-is,h,hlf0410,,,,hlf0410,,,,,,,org/net ,long
soep-is,h,hlf0411,,,,hlf0411,,,,,,,org/net ,long
soep-is,h,hlf0412,,,,hlf0412,,,,,,,org/net ,long
soep-is,h,hlf0413,,,,hlf0413,,,,,,,org/net ,long
soep-is,h,hlf0414,,,,hlf0414,,,,,,,org/net ,long
soep-is,h,hlf0415,,,,hlf0415,,,,,,,org/net ,long
soep-is,h,hlf0416,,,,hlf0416,,,,,,,org/net ,long
soep-is,h,hlf0417,,,,hlf0417,,,,,,,org/net ,long
soep-is,h,hlf0418,,,,hlf0418,,,,,,,org/net ,long
soep-is,h,hlf0419,,,,hlf0419,,,,,,,org/net ,long
soep-is,h,hlf0420,,,,hlf0420,,,,,,,org/net ,long
soep-is,h,hlf0421,,,,hlf0421,,,,,,,org/net ,long
soep-is,h,hlf0422,,,,hlf0422,,,,,,,org/net ,long
soep-is,h,hlf0423,,,,hlf0423,,,,,,,org/net ,long
soep-is,h,hlf0424,,,,hlf0424,,,,,,,org/net ,long
soep-is,h,hlf0425,,,,hlf0425,,,,,,,org/net ,long
soep-is,h,hlf0426,,,,hlf0426,,,,,,,org/net ,long
soep-is,h,hlf0427,,,,hlf0427,,,,,,,org/net ,long
soep-is,h,hlf0428,,,,hlf0428,,,,,,,org/net ,long
soep-is,h,hlf0429,,,,hlf0429,,,,,,,org/net ,long
soep-is,h,hlf0430,,,,hlf0430,,,,,,,org/net ,long
soep-is,h,hlf0431,,,,hlf0431,,,,,,,org/net ,long
soep-is,h,hlf0432,,,,hlf0432,,,,,,,org/net ,long
soep-is,h,hlf0433,,,,hlf0433,,,,,,,org/net ,long
soep-is,h,hlf0434,,,,hlf0434,,,,,,,org/net ,long
soep-is,h,hlf0435,,,,hlf0435,,,,,,,org/net ,long
soep-is,h,hlf0436,,,,hlf0436,,,,,,,org/net ,long
soep-is,h,hlf0437,,,,hlf0437,,,,,,,org/net ,long
soep-is,h,hli0005,,,,hli0005,,,,,,,org/net ,long
soep-is,h,hli0006,,,,hli0006,,,,,,,org/net ,long
soep-is,h,hli0007,,,,hli0007,,,,,,,org/net ,long
soep-is,h,hli0008,,,,hli0008,,,,,,,org/net ,long
soep-is,h,hli0010,,,,hli0010,,,,,,,org/net ,long
soep-is,h,hli0011,,,,hli0011,,,,,,,org/net ,long
soep-is,h,hli0012,,,,hli0012,,,,,,,org/net ,long
soep-is,h,hli0013,,,,hli0013,,,,,,,org/net ,long
soep-is,h,hli0014,,,,hli0014,,,,,,,org/net ,long
soep-is,h,hli0016,,,,hli0016,,,,,,,org/net ,long
soep-is,h,hli0017,,,,hli0017,,,,,,,org/net ,long
soep-is,h,hli0018,,,,hli0018,,,,,,,org/net ,long
soep-is,h,hli0019,,,,hli0019,,,,,,,org/net ,long
soep-is,h,hli0020,,,,hli0020,,,,,,,org/net ,long
soep-is,h,hli0022,,,,hli0022,,,,,,,org/net ,long
soep-is,h,hli0023,,,,hli0023,,,,,,,org/net ,long
soep-is,h,hli0024,,,,hli0024,,,,,,,org/net ,long
soep-is,h,hli0025,,,,hli0025,,,,,,,org/net ,long
soep-is,h,hli0026,,,,hli0026,,,,,,,org/net ,long
soep-is,h,hli0028,,,,hli0028,,,,,,,org/net ,long
soep-is,h,hli0029,,,,hli0029,,,,,,,org/net ,long
soep-is,h,hli0030,,,,hli0030,,,,,,,org/net ,long
soep-is,h,hli0032,,,,hli0032,,,,,,,org/net ,long
soep-is,h,hli0033,,,,hli0033,,,,,,,org/net ,long
soep-is,h,hli0034,,,,hli0034,,,,,,,org/net ,long
soep-is,h,hli0036,,,,hli0036,,,,,,,org/net ,long
soep-is,h,hli0037,,,,hli0037,,,,,,,org/net ,long
soep-is,h,hli0038,,,,hli0038,,,,,,,org/net ,long
soep-is,h,hli0039,,,,hli0039,,,,,,,org/net ,long
soep-is,h,hli0040,,,,hli0040,,,,,,,org/net ,long
soep-is,h,hli0042,,,,hli0042,,,,,,,org/net ,long
soep-is,h,hli0043,,,,hli0043,,,,,,,org/net ,long
soep-is,h,hli0044,,,,hli0044,,,,,,,org/net ,long
soep-is,h,hli0045,,,,hli0045,,,,,,,org/net ,long
soep-is,h,hli0047,,,,hli0047,,,,,,,org/net ,long
soep-is,h,hli0048,,,,hli0048,,,,,,,org/net ,long
soep-is,h,hli0049,,,,hli0049,,,,,,,org/net ,long
soep-is,h,hli0050,,,,hli0050,,,,,,,org/net ,long
soep-is,h,hli0051,,,,hli0051,,,,,,,org/net ,long
soep-is,h,hli0052,,,,hli0052,,,,,,,org/net ,long
soep-is,h,hli0054,,,,hli0054,,,,,,,org/net ,long
soep-is,h,hli0055,,,,hli0055,,,,,,,org/net ,long
soep-is,h,hli0056,,,,hli0056,,,,,,,org/net ,long
soep-is,h,hli0057,,,,hli0057,,,,,,,org/net ,long
soep-is,h,hli0058,,,,hli0058,,,,,,,org/net ,long
soep-is,h,hli0059,,,,hli0059,,,,,,,org/net ,long
soep-is,h,hli0061,,,,hli0061,,,,,,,org/net ,long
soep-is,h,hli0062,,,,hli0062,,,,,,,org/net ,long
soep-is,h,hli0063,,,,hli0063,,,,,,,org/net ,long
soep-is,h,hli0065,,,,hli0065,,,,,,,org/net ,long
soep-is,h,hli0066,,,,hli0066,,,,,,,org/net ,long
soep-is,h,hli0067,,,,hli0067,,,,,,,org/net ,long
soep-is,h,hli0068,,,,hli0068,,,,,,,org/net ,long
soep-is,h,hli0069,,,,hli0069,,,,,,,org/net ,long
soep-is,h,hli0071,,,,hli0071,,,,,,,org/net ,long
soep-is,h,hli0072,,,,hli0072,,,,,,,org/net ,long
soep-is,h,hlj0004,,,,hlj0004,,,,,,,org/net ,long
soep-is,h,hlk0005,,,,hlk0005,,,,,,,org/net ,long
soep-is,h,hlk0006,,,,hlk0006,,,,,,,org/net ,long
soep-is,h,hlk0044,,,,hlk0044,,,,,,,org/net ,long
soep-is,h,hlk0046,,,,hlk0046,,,,,,,org/net ,long
soep-is,h,hlk0047,,,,hlk0047,,,,,,,org/net ,long
soep-is,h,hlk0056,,,,hlk0056,,,,,,,org/net ,long
soep-is,h,hlk0057,,,,hlk0057,,,,,,,org/net ,long
soep-is,h,hlk0058,,,,hlk0058,,,,,,,org/net ,long
soep-is,h,hlk0059,,,,hlk0059,,,,,,,org/net ,long
soep-is,h,hlk0060,,,,hlk0060,,,,,,,org/net ,long
soep-is,h,intid,,,,intid,,,,,,,org/net ,long
soep-is,h,iyear,,,,iyear,,,,,,,org/net ,long
soep-is,h,sample1,,,,sample1,,,,,,,org/net ,long
soep-is,h,syear,,,,syear,,,,,,,org/net ,long
soep-is,h11_Inno_final,hdag1,,,soep-is-2011,hdag1,Q38,hdag1,,,,,raw,2011
soep-is,h11_Inno_final,hdag2,,,soep-is-2011,hdag2,Q42,hdag2,,,,,raw,2011
soep-is,h11_Inno_final,hdatj,,,,hdatj,,,,,,,raw,2011
soep-is,h11_Inno_final,hdatm,,,,hdatm,,,,,,,raw,2011
soep-is,h11_Inno_final,hdatt,,,,hdatt,,,,,,,raw,2011
soep-is,h11_Inno_final,hdgs1,,,soep-is-2011,hdgs1,Q38,hdgs1,,,,,raw,2011
soep-is,h11_Inno_final,hdgs2,,,soep-is-2011,hdgs2,Q45,hdgs2,,,,,raw,2011
soep-is,h11_Inno_final,hdkg1,,,soep-is-2011,hdkg1,Q38,hdkg1,,,,,raw,2011
soep-is,h11_Inno_final,hdkg2,,,soep-is-2011,hdkg2,Q39,hdkg2,,,,,raw,2011
soep-is,h11_Inno_final,hdkg3,,,soep-is-2011,hdkg3,Q40,hdkg3,,,,,raw,2011
soep-is,h11_Inno_final,hdkz1,,,soep-is-2011,hdkz1,Q38,hdkz1,,,,,raw,2011
soep-is,h11_Inno_final,hdkz2,,,soep-is-2011,hdkz2,Q41,hdkz2,,,,,raw,2011
soep-is,h11_Inno_final,hdpg1,,,soep-is-2011,hdpg1,Q38,hdpg1,,,,,raw,2011
soep-is,h11_Inno_final,hdpg2,,,soep-is-2011,hdpg2,Q43,hdpg2,,,,,raw,2011
soep-is,h11_Inno_final,hdsh1,,,soep-is-2011,hdsh1,Q38,hdsh1,,,,,raw,2011
soep-is,h11_Inno_final,hdsh2,,,soep-is-2011,hdsh2,Q44,hdsh2,,,,,raw,2011
soep-is,h11_Inno_final,hdwg1,,,soep-is-2011,hdwg1,Q38,hdwg1,,,,,raw,2011
soep-is,h11_Inno_final,hdwg2,,,soep-is-2011,hdwg2,Q46,hdwg2,,,,,raw,2011
soep-is,h11_Inno_final,he01,,,soep-is-2011,he01,Q24,,,,,,raw,2011
soep-is,h11_Inno_final,he02,,,soep-is-2011,he02,Q25,he02,,,,,raw,2011
soep-is,h11_Inno_final,he03,,,soep-is-2011,he03,Q26,he03,,,,,raw,2011
soep-is,h11_Inno_final,he05,,,soep-is-2011,he05,Q27,he05,,,,,raw,2011
soep-is,h11_Inno_final,he06,,,soep-is-2011,he06,Q28,,,,,,raw,2011
soep-is,h11_Inno_final,he07,,,soep-is-2011,he07,Q29,he07,,,,,raw,2011
soep-is,h11_Inno_final,hform,,,,hform,,,,,,,raw,2011
soep-is,h11_Inno_final,hh01,,,soep-is-2011,hh01,Q17,hh01,,,,,raw,2011
soep-is,h11_Inno_final,hh01a,,,soep-is-2011,hh01a,Q17a,,,,,,raw,2011
soep-is,h11_Inno_final,hh02,,,soep-is-2011,hh02,Q17,hh02,,,,,raw,2011
soep-is,h11_Inno_final,hh02a,,,soep-is-2011,hh02a,Q17b,,,,,,raw,2011
soep-is,h11_Inno_final,hh03,,,soep-is-2011,hh03,Q17,hh03,,,,,raw,2011
soep-is,h11_Inno_final,hh03a,,,soep-is-2011,hh03a,Q17d,,,,,,raw,2011
soep-is,h11_Inno_final,hh04,,,soep-is-2011,hh04,Q17,hh04,,,,,raw,2011
soep-is,h11_Inno_final,hh04a,,,soep-is-2011,hh04a,Q17k,,,,,,raw,2011
soep-is,h11_Inno_final,hh05,,,soep-is-2011,hh05,Q17,hh05,,,,,raw,2011
soep-is,h11_Inno_final,hh05a,,,soep-is-2011,hh05a,Q17e,,,,,,raw,2011
soep-is,h11_Inno_final,hh06,,,soep-is-2011,hh06,Q17,hh06,,,,,raw,2011
soep-is,h11_Inno_final,hh06a,,,soep-is-2011,hh06a,Q17f,,,,,,raw,2011
soep-is,h11_Inno_final,hh07,,,soep-is-2011,hh07,Q17,hh07,,,,,raw,2011
soep-is,h11_Inno_final,hh07a,,,soep-is-2011,hh07a,Q17g,,,,,,raw,2011
soep-is,h11_Inno_final,hh08,,,soep-is-2011,hh08,Q17,hh08,,,,,raw,2011
soep-is,h11_Inno_final,hh08a,,,soep-is-2011,hh08a,Q17h,,,,,,raw,2011
soep-is,h11_Inno_final,hh09,,,soep-is-2011,hh09,Q17,hh09,,,,,raw,2011
soep-is,h11_Inno_final,hh09a,,,soep-is-2011,hh09a,Q17i,,,,,,raw,2011
soep-is,h11_Inno_final,hh10,,,soep-is-2011,hh10,Q17,hh10,,,,,raw,2011
soep-is,h11_Inno_final,hh10a,,,soep-is-2011,hh10a,Q17j,,,,,,raw,2011
soep-is,h11_Inno_final,hh11,,,soep-is-2011,hh11,Q17,hh11,,,,,raw,2011
soep-is,h11_Inno_final,hh11a,,,soep-is-2011,hh11a,Q17c,,,,,,raw,2011
soep-is,h11_Inno_final,hheim,,,soep-is-2011,hheim,Q11,,,,,,raw,2011
soep-is,h11_Inno_final,hhtyp,,,soep-is-2011,hhtyp,Q10,,,,,,raw,2011
soep-is,h11_Inno_final,hintnr,,,,hintnr,,,,,,,raw,2011
soep-is,h11_Inno_final,hkgeba,,,soep-is-2011,hkgeb,Q117A,hkgeb,,,,,raw,2011
soep-is,h11_Inno_final,hkgebb,,,soep-is-2011,hkgeb,Q117A,hkgeb,,,,,raw,2011
soep-is,h11_Inno_final,hkgebc,,,soep-is-2011,hkgeb,Q117A,hkgeb,,,,,raw,2011
soep-is,h11_Inno_final,hkgebd,,,soep-is-2011,hkgeb,Q117A,hkgeb,,,,,raw,2011
soep-is,h11_Inno_final,hkgebe,,,soep-is-2011,hkgeb,Q117A,hkgeb,,,,,raw,2011
soep-is,h11_Inno_final,hkgebf,,,soep-is-2011,hkgeb,Q117A,hkgeb,,,,,raw,2011
soep-is,h11_Inno_final,hkgebmoa,,,soep-is-2011,hkgebmo,Q117B,,,,,,raw,2011
soep-is,h11_Inno_final,hkgebmob,,,soep-is-2011,hkgebmo,Q117B,,,,,,raw,2011
soep-is,h11_Inno_final,hkgebmoc,,,soep-is-2011,hkgebmo,Q117B,,,,,,raw,2011
soep-is,h11_Inno_final,hkgebmod,,,soep-is-2011,hkgebmo,Q117B,,,,,,raw,2011
soep-is,h11_Inno_final,hkgebmoe,,,soep-is-2011,hkgebmo,Q117B,,,,,,raw,2011
soep-is,h11_Inno_final,hkgebmof,,,soep-is-2011,hkgebmo,Q117B,,,,,,raw,2011
soep-is,h11_Inno_final,hkind,,,soep-is-2011,hkind,Q116,,,,,,raw,2011
soep-is,h11_Inno_final,hknama,,,soep-is-2011,hknam,Q117A,hknam,,,,,raw,2011
soep-is,h11_Inno_final,hknamb,,,soep-is-2011,hknam,Q117A,hknam,,,,,raw,2011
soep-is,h11_Inno_final,hknamc,,,soep-is-2011,hknam,Q117A,hknam,,,,,raw,2011
soep-is,h11_Inno_final,hknamd,,,soep-is-2011,hknam,Q117A,hknam,,,,,raw,2011
soep-is,h11_Inno_final,hkname,,,soep-is-2011,hknam,Q117A,hknam,,,,,raw,2011
soep-is,h11_Inno_final,hknamf,,,soep-is-2011,hknam,Q117A,hknam,,,,,raw,2011
soep-is,h11_Inno_final,hknra,,,,hknra,,,,,,,raw,2011
soep-is,h11_Inno_final,hknrb,,,,hknrb,,,,,,,raw,2011
soep-is,h11_Inno_final,hknrc,,,,hknrc,,,,,,,raw,2011
soep-is,h11_Inno_final,hknrd,,,,hknrd,,,,,,,raw,2011
soep-is,h11_Inno_final,hknre,,,,hknre,,,,,,,raw,2011
soep-is,h11_Inno_final,hknrf,,,,hknrf,,,,,,,raw,2011
soep-is,h11_Inno_final,hkred1,,,soep-is-2011,hkred1,Q33,,,,,,raw,2011
soep-is,h11_Inno_final,hkred2,,,soep-is-2011,hkred2,Q34,hkred2,,,,,raw,2011
soep-is,h11_Inno_final,hksexa,,,soep-is-2011,hksex,Q117A,hksex,,,,,raw,2011
soep-is,h11_Inno_final,hksexb,,,soep-is-2011,hksex,Q117A,hksex,,,,,raw,2011
soep-is,h11_Inno_final,hksexc,,,soep-is-2011,hksex,Q117A,hksex,,,,,raw,2011
soep-is,h11_Inno_final,hksexd,,,soep-is-2011,hksex,Q117A,hksex,,,,,raw,2011
soep-is,h11_Inno_final,hksexe,,,soep-is-2011,hksex,Q117A,hksex,,,,,raw,2011
soep-is,h11_Inno_final,hksexf,,,soep-is-2011,hksex,Q117A,hksex,,,,,raw,2011
soep-is,h11_Inno_final,hm01,,,soep-is-2011,hm01,Q18,,,,,,raw,2011
soep-is,h11_Inno_final,hm04,,,soep-is-2011,hm04,Q19,hm04,,,,,raw,2011
soep-is,h11_Inno_final,hm05,,,soep-is-2011,hm05,Q19,hm05,,,,,raw,2011
soep-is,h11_Inno_final,hm06,,,soep-is-2011,hm06,Q20,,,,,,raw,2011
soep-is,h11_Inno_final,hm09,,,soep-is-2011,hm09,Q21,,,,,,raw,2011
soep-is,h11_Inno_final,hm10,,,soep-is-2011,hm10,Q22,hm10,,,,,raw,2011
soep-is,h11_Inno_final,hm11,,,soep-is-2011,hm11,Q22,hm11,,,,,raw,2011
soep-is,h11_Inno_final,hnetto,,,soep-is-2011,hnetto,Q47,hnetto,,,,,raw,2011
soep-is,h11_Inno_final,hnr,,,,hnr,,,,,,,raw,2011
soep-is,h11_Inno_final,hpfleg,,,soep-is-2011,hpfleg,Q49,,,,,,raw,2011
soep-is,h11_Inno_final,hpl,,,soep-is-2011,hpstuf,Q50,,,,,,raw,2011
soep-is,h11_Inno_final,hpmax,,,,hpmax,,,,,,,raw,2011
soep-is,h11_Inno_final,hpstuf,,,soep-is-2011,hpstuf,Q50,,,,,,raw,2011
soep-is,h11_Inno_final,hqm,,,soep-is-2011,hqm,Q14,hqm,,,,,raw,2011
soep-is,h11_Inno_final,hspar1,,,soep-is-2011,hspar1,Q48,,,,,,raw,2011
soep-is,h11_Inno_final,hspar2,,,soep-is-2011,hspar2,Q48.1,hspar2,,,,,raw,2011
soep-is,h11_Inno_final,hverm1,,,soep-is-2011,hverm1,Q30,,,,,,raw,2011
soep-is,h11_Inno_final,hverm2,,,soep-is-2011,hverm2,Q31,hverm2,,,,,raw,2011
soep-is,h11_Inno_final,hverm3,,,soep-is-2011,hverm3,Q32A,hverm3,,,,,raw,2011
soep-is,h11_Inno_final,hverm4,,,soep-is-2011,hverm4,Q32B,hverm4,,,,,raw,2011
soep-is,h11_Inno_final,hvj,,,soep-is-2011,hvj,Q8,,,,,,raw,2011
soep-is,h11_Inno_final,hwa,,,soep-is-2011,hwa,Q35,,,,,,raw,2011
soep-is,h11_Inno_final,hwj,,,soep-is-2011,hwj,Q9,hwj,,,,,raw,2011
soep-is,h11_Inno_final,hwm,,,soep-is-2011,hwm,Q9,hwm,,,,,raw,2011
soep-is,h11_Inno_final,hwohn08,,,soep-is-2011,hwohn08,Q15,,,,,,raw,2011
soep-is,h11_Inno_final,hwohn09,,,soep-is-2011,hwohn09,Q12,,,,,,raw,2011
soep-is,h11_Inno_final,hwohn09a,,,soep-is-2011,hwohn09a,Q13.1,,,,,,raw,2011
soep-is,h11_Inno_final,hzahl,,,soep-is-2011,hzahl,Q23,,,,,,raw,2011
soep-is,h11_Inno_final,hzahl1,,,soep-is-2011,hzahl1,Q25b,,,,,,raw,2011
soep-is,h11_Inno_final,hzins1,,,soep-is-2011,hzins1,Q36,hzins1,,,,,raw,2011
soep-is,h11_Inno_final,hzins2,,,soep-is-2011,hzins2,Q37,,,,,,raw,2011
soep-is,h11_Inno_final,hzus,,,soep-is-2011,hzus,Q16,,,,,,raw,2011
soep-is,h11_Inno_final,jahr,,,,jahr,,,,,,,raw,2011
soep-is,h11_Inno_final,name,,,,name,,,,,,,raw,2011
soep-is,h11_Inno_final,pnr,,,,pnr,,,,,,,raw,2011
soep-is,h11_Inno_final,respid,,,,respid,,,,,,,raw,2011
soep-is,h11_Inno_final,stichu,,,,stichu,,,,,,,raw,2011
soep-is,h11_Inno_final,urhh,,,,urhh,,,,,,,raw,2011
soep-is,h11_Inno_final,znetto,,,soep-is-2011,znetto,Q47N1,,,,,,raw,2011
soep-is,hbru_2012_IS_W4,bik,,,,bik,,,,,,,raw,2012
soep-is,hbru_2012_IS_W4,bula,,,,bula,,,,,,,raw,2012
soep-is,hbru_2012_IS_W4,bula_sta,,,,bula_sta,,,,,,,raw,2012
soep-is,hbru_2012_IS_W4,datumja,,,,datumja,,,,,,,raw,2012
soep-is,hbru_2012_IS_W4,datummo,,,,datummo,,,,,,,raw,2012
soep-is,hbru_2012_IS_W4,datumtg,,,,datumtg,,,,,,,raw,2012
soep-is,hbru_2012_IS_W4,ggk,,,,ggk,,,,,,,raw,2012
soep-is,hbru_2012_IS_W4,gkz,,,,gkz,,,,,,,raw,2012
soep-is,hbru_2012_IS_W4,gtyp,,,,gtyp,,,,,,,raw,2012
soep-is,hbru_2012_IS_W4,hadq,,,,hadq,,,,,,,raw,2012
